customer_id,registration_date,age,gender,country,city,membership_tier,preferred_device,preferred_payment,total_sessions,avg_session_duration_minutes,total_page_views,product_views,search_queries,wishlist_items,cart_additions,cart_abandonments,total_orders,total_items_purchased,total_revenue,avg_order_value,largest_order_value,days_since_last_purchase,purchase_frequency_days,favorite_category,categories_browsed,categories_purchased,email_opens,email_clicks,newsletter_subscriber,push_notifications_enabled,social_media_referrals,referral_code_used,reviews_written,avg_review_rating,support_tickets,returns_requested,refund_amount,bounce_rate,conversion_rate,cart_abandonment_rate,customer_lifetime_value,churn_risk_score,engagement_score
765,2024-03-21,22,Female,Australia,Sydney,Bronze,Mobile,Debit Card,90,6.4,420,120,25,3,8,2,3,7,210.0,70.0,120.0,40,25.0,Fashion,3,1,12,4,False,True,4,False,2,4.5,0,0,0.0,50.0,2.5,2.0,350.0,40.0,55.0
766,2022-12-11,39,Male,United States,Chicago,Silver,Desktop,Bank Transfer,310,10.2,2100,520,120,15,38,10,19,42,1840.25,96.87,400.0,8,18.5,Electronics,7,4,68,22,True,True,15,True,9,4.2,1,1,55.0,30.0,5.0,4.0,1320.0,14.0,77.0
767,2023-07-09,27,Female,France,Paris,Silver,Mobile,PayPal,140,7.8,1100,260,50,5,16,3,7,15,720.5,102.93,250.0,22,19.0,Electronics,6,3,28,9,True,False,7,False,4,4.7,0,0,0.0,36.0,4.2,3.5,680.0,19.0,66.0
768,2024-08-05,33,Male,Spain,Madrid,Gold,Mixed,Digital Wallet,200,9.0,1600,380,80,10,28,6,9,21,1120.75,124.53,350.0,15,17.5,Sports & Outdoors,5,3,50,18,False,True,11,True,6,4.1,0,1,35.0,44.0,3.8,5.5,900.0,25.0,60.0
769,2023-04-02,52,Female,Italy,Rome,Platinum,Desktop,Bank Transfer,520,11.3,3700,890,160,22,70,15,28,68,5100.0,182.14,480.0,3,14.0,Home & Garden,12,6,120,45,True,True,22,True,18,4.6,2,0,0.0,22.0,6.5,6.0,15050.0,9.0,92.0
770,2022-10-29,41,Male,Netherlands,Amsterdam,Gold,Mobile,Credit Card,410,10.5,2900,720,150,17,36,9,24,54,3100.8,129.2,360.0,9,15.0,Toys & Games,7,4,66,21,True,True,12,False,11,4.4,0,0,0.0,29.0,5.3,4.2,2100.0,17.0,75.0
771,2024-01-17,29,Female,Brazil,Sao Paulo,Silver,Mobile,Debit Card,160,7.0,980,210,40,4,10,2,6,14,540.25,90.04,160.0,35,21.0,Books & Media,4,2,18,6,False,False,5,False,3,4.2,1,0,0.0,36.5,3.2,3.0,540.0,33.0,58.0
772,2023-09-12,36,Male,Japan,Tokyo,Gold,Mixed,PayPal,260,9.6,1800,420,90,11,25,5,12,29,1520.15,126.68,420.0,14,17.0,Electronics,6,3,44,16,True,True,13,False,8,4.3,0,0,0.0,31.0,4.9,4.5,1800.0,21.0,70.0
773,2022-06-28,58,Female,United States,Austin,Platinum,Desktop,Bank Transfer,600,14.2,4200,980,220,40,110,20,35,110,5200.0,148.57,720.0,2,10.0,Home & Garden,11,7,150,60,True,True,30,True,25,4.7,3,1,120.0,20.0,7.5,7.0,25000.0,8.0,95.0
774,2023-03-30,24,Male,Sweden,Stockholm,Bronze,Mobile,Credit Card,100,5.8,520,120,22,2,6,1,2,4,140.0,70.0,70.0,60,30.0,Toys & Games,2,1,8,2,False,False,2,False,1,4.0,0,0,0.0,52.0,2.0,1.0,280.0,50.0,40.0
775,2024-05-23,40,Female,Mexico,Mexico City,Silver,Desktop,Credit Card,300,8.0,2100,520,110,14,40,9,15,34,1500.0,100.0,260.0,11,17.0,Fashion,5,3,60,20,True,True,10,True,7,4.4,1,0,0.0,33.0,5.0,4.8,1800.0,15.0,74.0
776,2022-08-14,49,Male,Australia,Melbourne,Gold,Desktop,Debit Card,520,11.0,3100,760,180,25,60,12,30,78,4200.4,140.01,520.0,7,12.0,Electronics,10,6,95,30,True,True,24,True,12,4.5,2,2,220.0,27.0,6.8,7.2,23000.0,11.0,88.0
777,2023-12-01,27,Female,India,Bangalore,Bronze,Mobile,Digital Wallet,110,6.2,740,180,30,5,9,2,4,9,360.0,90.0,120.0,50,26.0,Beauty & Health,3,2,14,5,False,True,3,False,1,4.0,0,0,0.0,45.0,2.8,3.2,420.0,38.0,52.0
778,2024-02-19,37,Female,Italy,Milan,Gold,Mobile,PayPal,260,8.9,1900,460,100,15,34,7,12,28,1580.6,131.72,420.0,17,15.0,Electronics,7,4,52,19,True,True,18,True,9,4.6,1,0,0.0,29.0,5.8,4.9,2600.0,16.0,81.0
779,2022-04-04,53,Male,United States,Austin,Platinum,Tablet,Bank Transfer,760,13.1,5200,1200,250,38,150,28,48,122,9800.0,204.17,600.0,4,11.0,Electronics,14,9,180,70,True,True,45,True,30,4.8,5,2,180.0,18.0,8.2,6.5,50000.0,7.0,97.0
780,2023-08-20,38,Male,Canada,Vancouver,Silver,Mobile,Debit Card,320,9.3,2100,520,110,12,34,8,14,31,1440.0,102.86,260.0,9,14.0,Home & Garden,7,4,46,16,True,True,9,False,6,4.3,1,1,40.0,33.0,4.5,4.0,1900.0,21.0,69.0
781,2023-02-15,28,Female,United States,San Francisco,Gold,Mobile,Credit Card,312,7.4,1890,420,92,15,60,18,24,68,6120.5,255.02,980.0,21,14.3,Electronics,9,4,78,22,True,True,12,False,6,4.5,1,2,0.0,34.5,3.2,11.5,9800.0,23.5,78.0
782,2024-11-03,35,Male,Canada,Toronto,Silver,Desktop,PayPal,540,6.8,3200,760,150,22,85,25,41,102,14265.3,348.18,860.0,9,11.2,Home & Garden,12,5,110,34,True,False,25,True,12,4.2,2,1,45.0,27.8,4.6,9.4,25620.5,18.0,85.0
783,2023-07-22,42,Non-binary,United Kingdom,London,Gold,Mixed,Debit Card,421,9.2,2100,520,110,18,70,16,29,73,9804.75,338.44,700.0,40,12.5,Fashion,8,3,95,28,False,True,18,False,9,4.0,0,0,0.0,29.1,3.9,12.0,11450.0,12.5,72.0
784,2022-12-18,29,Female,Germany,Berlin,Bronze,Mobile,Digital Wallet,210,5.5,980,210,60,9,25,12,12,28,3200.0,266.67,420.0,60,18.0,Books & Media,7,2,40,10,True,False,7,False,3,4.1,1,1,15.0,43.2,2.1,14.2,5400.0,28.0,60.0
785,2023-04-09,31,Male,France,Paris,Silver,Tablet,Credit Card,390,8.1,1500,360,88,14,48,14,19,50,7200.8,379.49,920.0,15,9.7,Electronics,10,4,92,26,True,True,20,True,7,4.3,0,0,0.0,31.4,3.5,10.0,13250.0,9.0,82.0
786,2024-05-02,26,Female,Spain,Madrid,Bronze,Mobile,Debit Card,260,6.0,1200,320,40,7,30,9,9,22,3200.0,355.56,650.0,30,22.0,Home & Garden,6,3,58,12,False,True,9,False,4,4.0,1,0,0.0,38.7,2.8,9.8,7200.0,25.0,67.0
787,2022-08-30,38,Male,Italy,Rome,Gold,Desktop,Bank Transfer,480,10.2,2600,680,120,25,90,20,37,110,20450.0,553.38,1200.0,5,8.9,Electronics,13,6,150,40,True,True,30,True,15,4.6,3,2,95.0,26.0,4.9,7.6,19800.0,11.0,89.0
788,2023-11-11,23,Female,United States,Austin,Bronze,Mobile,PayPal,190,4.8,720,180,25,5,15,6,6,15,2100.0,350.0,500.0,95,28.0,Toys & Games,5,2,40,9,False,False,8,False,2,4.0,0,0,0.0,46.2,2.0,12.5,3150.0,34.0,55.0
789,2022-03-14,54,Male,United States,New York,Platinum,Desktop,Buy Now Pay Later,890,12.5,4100,980,200,30,110,28,66,210,51250.0,777.27,3200.0,2,6.5,Electronics,15,8,210,60,True,True,45,True,40,4.7,4,3,320.0,21.0,5.5,8.0,98000.0,7.5,92.0
790,2023-09-07,33,Female,Australia,Sydney,Silver,Mobile,Digital Wallet,315,7.1,1700,410,70,12,40,14,20,52,7200.1,360.01,960.0,18,9.3,Home & Garden,9,4,88,24,False,True,14,False,5,4.2,1,1,0.0,33.0,3.2,11.1,9000.0,16.0,74.0
791,2022-10-19,48,Male,Netherlands,Amsterdam,Gold,Desktop,Credit Card,610,9.8,2900,720,140,26,75,22,50,140,26050.4,521.01,1400.0,12,7.8,Electronics,11,6,140,38,True,True,35,True,22,4.5,2,2,110.0,26.5,4.1,9.0,42000.0,14.0,88.0
792,2024-01-25,39,Female,Sweden,Stockholm,Silver,Mixed,Debit Card,455,8.4,1900,420,95,16,52,19,26,69,15640.6,602.33,1100.0,22,10.2,Sports & Outdoors,9,5,102,30,True,False,16,False,10,4.4,0,1,25.0,29.2,3.6,10.2,21050.0,21.0,79.0
793,2023-03-05,27,Prefer not to say,Japan,Tokyo,Bronze,Mobile,Credit Card,280,6.2,980,260,55,8,22,10,14,34,4200.0,300.0,650.0,25,16.0,Books & Media,6,3,70,17,False,True,5,False,4,4.0,1,0,0.0,37.0,2.5,13.0,4200.0,29.0,61.0
794,2022-06-11,53,Female,Australia,Melbourne,Gold,Desktop,Credit Card,520,9.0,2400,640,110,20,70,18,44,120,19840.5,452.73,1500.0,7,5.1,Electronics,12,6,130,36,True,True,40,True,18,4.7,1,0,0.0,26.0,4.0,8.5,54000.0,10.0,90.0
795,2024-08-19,22,Male,Canada,Vancouver,Bronze,Mobile,Debit Card,150,5.0,520,140,20,4,8,3,5,12,1800.0,360.0,420.0,120,60.0,Fashion,4,1,20,5,False,False,3,False,1,4.0,0,0,0.0,52.0,1.8,5.0,1800.0,45.0,40.0
796,2023-12-02,44,Female,United States,Seattle,Silver,Mobile,Digital Wallet,460,7.8,1900,420,90,16,40,9,25,60,8400.6,336.02,900.0,14,13.0,Home & Garden,9,4,98,26,True,True,20,False,11,4.3,0,0,0.0,32.5,3.7,9.0,21000.0,17.0,77.0
797,2022-09-13,36,Male,New Zealand,Auckland,Gold,Desktop,Credit Card,510,8.9,2500,620,115,19,65,21,40,120,29700.0,742.5,2100.0,9,6.7,Electronics,14,7,130,34,True,True,33,True,17,4.6,2,1,0.0,28.0,4.2,8.0,56000.0,12.0,86.0
798,2024-02-28,27,Female,United States,Denver,Silver,Tablet,PayPal,330,6.6,1500,340,70,13,35,12,18,44,9840.0,546.67,760.0,27,9.0,Sports & Outdoors,7,3,80,22,False,True,14,False,5,4.2,0,0,0.0,31.0,3.1,11.5,9800.0,26.0,68.0
799,2023-05-25,39,Female,United Kingdom,Manchester,Bronze,Mobile,Debit Card,270,5.8,1100,280,60,9,20,6,11,26,4100.0,373.64,680.0,40,20.0,Fashion,6,2,50,12,True,False,7,False,3,4.0,1,0,0.0,36.0,2.6,9.0,4200.0,33.0,58.0
800,2022-01-08,45,Male,United States,Chicago,Platinum,Mobile,Bank Transfer,900,11.0,4200,1000,210,40,125,30,90,260,125000.0,1388.89,5200.0,3,5.0,Electronics,16,9,260,70,True,True,60,True,55,4.6,5,4,640.0,22.0,6.0,7.0,150000.0,6.0,95.0
801,2023-03-14,28,Female,United States,Seattle,Silver,Mobile,Credit Card,312,8.4,1560,420,76,12,65,14,9,18,842.5,93.61,240.0,15,18.4,Electronics,7,3,120,24,True,True,9,False,5,4.2,1,0,0.0,42.7,2.8,14.7,1250.5,23.5,78.0
802,2024-11-02,35,Male,Canada,Toronto,Gold,Desktop,PayPal,540,9.8,2100,680,120,25,88,20,14,32,1960.75,140.06,520.0,7,22.3,Home & Garden,9,4,210,35,True,False,15,True,12,4.6,2,1,45.0,38.2,3.4,12.1,2300.0,18.4,84.5
803,2022-09-21,42,Non-binary,United Kingdom,London,Platinum,Mixed,Digital Wallet,1024,11.2,3980,980,210,40,128,28,28,65,4890.2,174.65,980.0,2,14.7,Electronics,12,5,420,68,True,True,22,False,25,4.8,3,2,120.0,36.5,4.1,10.2,5200.0,12.0,92.0
804,2023-07-08,29,Female,Germany,Berlin,Bronze,Mobile,Debit Card,210,7.5,820,210,40,8,22,7,5,9,410.25,82.05,210.0,30,28.9,Fashion,5,2,92,14,False,True,8,False,3,4.0,0,1,15.0,46.0,2.2,16.5,980.0,34.0,66.0
805,2024-02-19,31,Male,France,Paris,Silver,Tablet,Credit Card,410,6.9,1500,390,60,14,40,9,8,17,1295.4,161.93,420.0,9,18.1,Books & Media,6,3,150,28,True,False,12,True,9,4.3,1,0,0.0,33.8,3.0,11.8,1500.0,19.5,77.0
806,2022-12-05,48,Male,United States,New York,Gold,Desktop,PayPal,760,12.5,3200,990,190,26,110,25,22,50,7200.1,327.28,1200.0,4,20.4,Electronics,11,6,410,60,True,True,28,False,34,4.7,4,3,210.0,29.5,5.2,9.5,9800.0,9.0,95.0
807,2023-09-11,22,Female,Italy,Milan,Bronze,Mobile,Buy Now Pay Later,150,5.2,540,140,25,5,10,2,2,4,210.4,105.2,180.0,45,40.0,Toys & Games,4,1,38,8,False,False,6,False,2,4.0,0,0,0.0,50.0,1.8,8.0,320.0,41.0,55.0
808,2025-01-03,27,Female,Spain,Madrid,Silver,Mobile,Debit Card,480,9.0,1900,510,85,19,35,12,11,24,1560.75,142.79,450.0,12,16.5,Beauty & Health,8,3,190,32,True,True,10,True,7,4.1,2,1,32.0,37.0,3.5,13.5,1800.0,17.0,79.0
809,2023-04-28,54,Male,United States,Austin,Gold,Desktop,Credit Card,980,10.1,4200,1200,260,31,140,33,35,78,12850.0,367.14,2100.0,1,11.2,Electronics,13,7,520,90,True,True,35,True,40,4.5,5,4,520.0,28.0,4.8,9.0,15000.0,7.5,97.0
810,2022-08-19,39,Female,Australia,Sydney,Gold,Mixed,Digital Wallet,680,8.6,2600,760,110,22,67,21,19,42,4100.5,216.35,850.0,5,16.9,Sports & Outdoors,10,4,260,45,True,True,18,False,16,4.2,2,0,0.0,31.0,3.9,12.4,4200.0,13.0,81.0
811,2024-06-12,33,Male,Netherlands,Amsterdam,Silver,Tablet,Debit Card,305,6.7,980,260,50,7,18,6,6,12,590.1,98.35,210.0,20,22.0,Books & Media,6,2,110,20,False,True,7,False,4,4.0,0,0,0.0,34.0,2.5,10.0,600.0,28.0,62.0
812,2023-10-29,26,Female,Japan,Tokyo,Bronze,Mobile,Debit Card,260,7.2,720,190,30,6,12,4,3,6,320.8,106.93,180.0,60,25.0,Toys & Games,5,2,80,12,False,False,5,False,1,3.5,1,0,0.0,45.0,2.0,14.0,450.0,35.0,54.0
813,2022-05-21,44,Male,Brazil,Sao Paulo,Gold,Desktop,Credit Card,900,9.9,4100,1100,200,38,130,29,30,72,15240.0,508.0,1800.0,3,10.5,Electronics,14,7,480,84,True,True,40,True,50,4.6,6,5,780.0,26.0,6.0,8.5,21000.0,6.0,98.0
814,2024-03-09,37,Female,Sweden,Stockholm,Silver,Mobile,Digital Wallet,520,7.8,1650,420,92,16,40,10,9,19,1980.5,220.06,420.0,9,16.3,Home & Garden,7,3,190,34,True,False,11,False,6,4.2,1,0,0.0,37.5,3.1,12.0,2100.0,21.0,72.0
815,2022-11-17,52,Male,Mexico,Mexico City,Bronze,Desktop,Bank Transfer,340,6.4,1260,340,70,9,22,5,7,14,780.0,111.43,260.0,28,24.0,Books & Media,5,2,105,18,False,True,7,False,3,4.0,0,0,0.0,39.0,2.7,9.0,900.0,29.0,60.0
816,2023-08-24,29,Female,India,Mumbai,Bronze,Mobile,PayPal,260,8.2,760,210,40,10,18,5,4,8,520.4,130.1,180.0,60,30.0,Fashion,6,2,90,15,True,True,9,False,3,4.1,1,0,0.0,42.0,2.3,11.0,700.0,32.0,58.0
817,2024-09-05,33,Male,South Korea,Seoul,Silver,Mobile,Credit Card,360,6.8,1200,320,60,12,28,7,7,15,980.0,140.0,350.0,14,22.0,Electronics,7,3,140,22,True,True,12,True,6,4.3,1,0,0.0,36.0,3.2,9.5,1400.0,16.0,74.0
818,2023-01-15,40,Female,Singapore,Singapore,Gold,Desktop,Debit Card,760,10.4,3250,930,180,28,90,25,26,60,9800.0,377.69,1500.0,5,14.0,Electronics,15,7,520,110,True,True,30,True,22,4.5,3,2,320.0,27.0,5.0,8.0,26000.0,5.0,99.0
819,2022-02-28,45,Male,United States,Chicago,Platinum,Mixed,Bank Transfer,1120,13.0,4800,1280,320,50,160,40,42,95,26000.0,619.05,2300.0,3,9.8,Electronics,16,8,620,110,True,True,60,False,70,4.7,7,6,1200.0,25.0,5.5,7.0,43000.0,4.0,99.0
820,2025-02-20,24,Prefer not to say,Ireland,Dublin,None,Mobile,Digital Wallet,150,5.5,420,120,20,4,6,3,1,2,120.0,120.0,120.0,120,120.0,Books & Media,3,1,40,6,False,False,4,False,0,0.0,0,0,0.0,60.0,1.0,25.0,240.0,60.0,40.0
821,2023-03-15,29,Male,United States,San Francisco,Gold,Mobile,Credit Card,210,7.8,1640,420,112,14,38,9,5,12,840.5,168.1,320.0,12,22.5,Electronics,7,3,58,12,True,True,6,False,4,4.2,1,0,0.0,45.5,2.3,18.0,1250.0,22.5,78.0
822,2024-11-02,42,Female,Canada,Toronto,Silver,Desktop,PayPal,380,6.3,3120,980,201,28,74,22,9,26,2140.75,238.97,640.0,30,18.9,Fashion,9,5,102,31,True,False,11,True,9,4.6,2,1,75.5,38.2,3.1,12.5,4200.0,18.0,85.0
823,2022-08-19,35,Non-binary,United Kingdom,London,Bronze,Mixed,Debit Card,150,5.5,780,210,60,9,20,8,3,7,520.0,173.33,210.0,60,45.0,Home & Garden,5,2,25,5,False,True,4,False,2,4.0,0,0,0.0,52.0,1.5,15.0,980.0,25.0,62.0
824,2023-01-07,27,Female,Germany,Berlin,Gold,Tablet,Digital Wallet,260,9.1,1980,520,140,11,33,7,6,14,1320.0,220.0,420.0,8,28.0,Electronics,8,4,80,22,True,True,9,True,6,4.5,1,2,45.0,37.5,2.8,11.0,3200.0,15.0,88.0
825,2024-05-21,31,Male,Australia,Sydney,Silver,Mobile,Credit Card,320,8.2,2100,600,150,16,56,14,7,18,1980.4,282.92,720.0,17,25.5,Sports & Outdoors,10,5,90,34,True,False,13,False,7,4.3,0,1,22.0,41.0,3.0,14.0,4100.0,20.0,77.0
826,2022-12-11,44,Male,United States,New York,Platinum,Desktop,Bank Transfer,520,10.5,4100,1200,260,32,80,25,12,28,5200.0,433.33,1500.0,5,15.0,Books & Media,12,7,140,40,True,True,20,True,15,4.7,3,2,120.0,29.5,4.2,10.0,15000.0,12.0,92.0
827,2023-07-30,22,Female,France,Paris,Bronze,Mobile,PayPal,140,4.7,860,210,40,5,15,6,2,5,310.0,155.0,180.0,45,40.0,Beauty & Health,6,2,18,3,False,True,2,False,1,4.0,0,0,0.0,60.0,1.2,20.0,520.0,40.0,48.0
828,2025-02-14,28,Male,Italy,Milan,Silver,Mixed,Debit Card,190,6.6,1200,300,88,12,26,9,4,9,860.0,215.0,350.0,25,28.0,Electronics,7,3,40,11,True,False,6,False,3,4.1,1,0,0.0,50.0,2.0,13.0,1700.0,28.0,70.0
829,2024-03-09,33,Female,Spain,Madrid,Gold,Desktop,Credit Card,280,7.2,2100,560,120,18,42,10,7,16,2760.0,394.29,980.0,9,20.0,Home & Garden,11,6,95,28,True,True,15,True,8,4.4,2,1,60.0,34.0,3.3,9.0,7400.0,14.0,90.0
830,2023-11-18,39,Male,Netherlands,Amsterdam,Silver,Mobile,Digital Wallet,360,8.9,2560,680,180,22,50,18,8,20,3260.5,407.56,990.0,14,22.0,Electronics,9,4,110,35,True,True,18,False,5,4.2,1,1,25.0,40.0,3.8,12.0,6600.0,16.0,81.0
831,2022-07-04,52,Prefer not to say,United States,Austin,Platinum,Desktop,Bank Transfer,600,11.2,5200,1500,300,50,120,32,15,40,21000.0,1400.0,4200.0,3,12.0,Books & Media,14,8,180,60,True,True,25,True,20,4.8,4,3,240.0,28.0,5.0,8.0,38000.0,10.0,97.0
832,2024-09-09,26,Male,Japan,Tokyo,Bronze,Mobile,Credit Card,200,5.9,1200,340,90,7,18,5,2,4,420.0,210.0,260.0,40,35.0,Toys & Games,6,2,22,6,False,False,3,False,0,0.0,0,0,0.0,66.0,2.0,25.0,600.0,35.0,55.0
833,2023-04-27,38,Female,Brazil,Sao Paulo,Gold,Mobile,Buy Now Pay Later,330,7.0,1900,480,130,19,40,11,8,22,3100.0,387.5,1100.0,9,18.0,Fashion,10,5,100,28,True,True,12,False,5,4.3,2,2,95.0,42.0,3.1,13.0,5000.0,19.0,74.0
834,2022-03-21,47,Male,Spain,Barcelona,Silver,Desktop,Debit Card,480,9.8,3600,980,240,26,60,20,11,29,9800.0,890.91,2200.0,6,11.0,Electronics,13,7,150,48,True,True,22,True,12,4.6,3,2,210.0,32.0,4.0,9.0,22000.0,9.0,95.0
835,2024-06-02,24,Female,India,Mumbai,Bronze,Mobile,Digital Wallet,160,5.2,940,240,70,8,12,5,3,6,780.0,260.0,320.0,22,32.0,Books & Media,8,3,40,9,False,True,5,False,2,4.0,0,0,0.0,58.0,2.2,17.0,1200.0,40.0,52.0
836,2023-08-14,29,Male,Canada,Vancouver,Silver,Mobile,Credit Card,270,6.5,1500,420,110,10,28,7,5,12,1680.0,336.0,700.0,18,24.0,Sports & Outdoors,9,4,70,19,True,False,7,False,3,4.1,1,0,0.0,44.0,2.5,13.0,2400.0,22.0,66.0
837,2022-09-09,38,Female,Australia,Melbourne,Gold,Desktop,PayPal,430,7.9,3100,860,190,21,52,16,11,25,4200.0,381.82,1500.0,11,20.0,Toys & Games,12,6,120,34,True,True,19,True,10,4.5,2,1,50.0,36.0,3.2,10.0,10000.0,13.0,87.0
838,2024-01-12,32,Male,Mexico,Mexico City,Bronze,Mobile,Debit Card,180,6.1,1100,290,85,9,21,8,3,7,560.0,186.67,260.0,50,40.0,Food & Beverages,7,3,30,7,False,False,4,False,1,4.0,0,0,0.0,70.0,1.5,22.0,900.0,50.0,40.0
839,2023-12-25,45,Non-binary,South Korea,Seoul,Platinum,Mixed,Digital Wallet,700,12.0,5200,1500,260,40,110,35,20,48,42000.0,2100.0,5000.0,4,9.0,Books & Media,15,9,210,72,True,True,30,True,25,4.7,5,4,320.0,25.0,5.5,8.0,90000.0,8.0,99.0
840,2022-10-16,60,Male,United States,Chicago,Platinum,Desktop,Bank Transfer,860,9.5,7200,2100,520,70,160,40,22,60,56000.0,2545.45,9800.0,2,7.0,Electronics,16,10,260,90,True,True,40,True,30,4.9,6,5,450.0,22.0,6.0,7.0,120000.0,7.0,98.0
841,2023-02-15,34,Male,United States,Seattle,Gold,Mobile,Credit Card,210,8.5,1450,320,75,12,55,9,14,28,1260.75,90.05,320.0,22,18.2,Electronics,7,4,120,25,True,True,8,False,6,4.3,1,0,0.0,12.5,2.8,4.3,3200.0,12.5,78.0
842,2024-11-03,28,Female,Canada,Toronto,Silver,Desktop,PayPal,360,12.1,2100,640,110,25,102,14,22,50,4020.5,183.66,520.0,5,16.5,Home & Garden,9,6,210,40,True,False,15,True,12,4.7,2,1,75.0,9.8,3.5,6.9,8600.0,9.0,84.0
843,2022-08-20,45,Male,United Kingdom,London,Gold,Mixed,Debit Card,540,9.2,3100,980,210,40,180,28,40,92,19840.75,496.02,1200.0,12,24.2,Electronics,12,7,340,60,True,True,22,False,28,4.6,3,2,240.0,7.4,4.1,5.1,24500.0,6.5,92.0
844,2023-05-11,31,Non-binary,Australia,Sydney,Bronze,Mobile,Digital Wallet,180,6.3,760,210,40,8,30,6,8,14,980.0,122.5,250.0,33,20.0,Fashion,5,3,60,10,False,True,5,True,3,4.2,0,0,0.0,11.2,2.1,7.3,1800.0,14.2,62.0
845,2022-12-01,52,Female,United States,New York,Platinum,Desktop,Bank Transfer,760,11.4,4200,1200,310,70,260,35,65,140,39850.25,612.31,2100.0,9,22.0,Books & Media,15,9,520,95,True,True,40,True,55,4.5,4,3,480.0,8.6,3.9,8.2,42000.0,7.5,88.0
846,2024-03-08,24,Male,Germany,Berlin,Silver,Mobile,PayPal,290,7.8,980,260,60,15,40,10,9,18,2100.5,233.39,420.0,18,19.0,Home & Garden,6,3,150,28,False,True,9,False,9,4.0,1,0,0.0,10.0,2.7,6.5,4200.0,11.0,70.0
847,2023-07-22,29,Female,France,Paris,Gold,Tablet,Credit Card,410,9.9,1500,430,95,22,70,12,16,36,7320.0,457.5,980.0,4,19.0,Electronics,8,5,240,45,True,True,18,False,14,4.4,1,1,120.0,6.4,3.0,5.8,12000.0,8.0,85.0
848,2022-05-17,38,Male,Italy,Milan,Bronze,Mobile,Debit Card,260,5.5,860,190,28,6,23,5,5,9,520.0,104.0,180.0,40,28.0,Fashion,4,2,80,12,False,False,3,False,2,3.9,0,0,0.0,14.3,1.8,9.0,900.0,20.0,58.0
849,2024-08-30,27,Female,Spain,Madrid,Silver,Mobile,Digital Wallet,340,10.2,1200,350,80,18,60,15,11,25,3100.75,281.89,700.0,15,21.0,Sports & Outdoors,7,4,180,34,True,True,12,True,9,4.1,2,0,0.0,9.5,3.2,6.2,5400.0,10.0,79.0
850,2023-09-14,33,Male,United States,Austin,Gold,Desktop,PayPal,480,8.0,2100,560,140,30,90,18,20,38,10650.0,532.5,1500.0,3,18.0,Electronics,11,6,280,50,True,True,25,True,20,4.6,3,2,240.0,7.8,4.0,6.0,18500.0,6.0,90.0
851,2022-01-09,62,Male,United States,San Francisco,Platinum,Desktop,Credit Card,980,14.5,5400,1900,520,110,420,60,78,210,101230.5,1298.74,4500.0,6,26.5,Books & Media,15,12,720,130,True,True,60,True,72,4.8,5,7,820.0,5.5,5.2,6.9,68000.0,5.0,96.0
852,2025-01-02,21,Female,Canada,Vancouver,Bronze,Mobile,Credit Card,140,4.8,420,110,15,4,12,3,2,5,320.0,160.0,180.0,40,30.0,Food & Beverages,3,2,40,6,False,False,3,False,1,4.0,0,0,0.0,16.0,2.0,4.5,600.0,18.0,54.0
853,2023-04-27,39,Female,Spain,Barcelona,Silver,Mixed,Debit Card,320,9.1,1500,420,88,16,60,9,15,34,6580.25,438.69,980.0,21,22.0,Sports & Outdoors,8,4,200,38,True,True,14,False,11,4.2,1,1,120.0,9.1,3.1,6.2,7200.0,9.5,77.0
854,2024-10-19,26,Male,Netherlands,Amsterdam,Gold,Tablet,PayPal,420,11.0,1800,520,130,22,80,14,18,42,9800.0,544.44,1100.0,11,25.0,Electronics,9,5,300,60,True,True,20,True,18,4.5,2,2,240.0,7.0,3.7,6.8,15000.0,7.8,86.0
855,2023-03-03,47,Male,Japan,Tokyo,Platinum,Desktop,Bank Transfer,900,13.2,5200,1800,420,95,360,50,90,210,54000.0,600.0,2500.0,2,18.0,Electronics,15,12,950,180,True,True,70,True,210,4.7,8,5,1200.0,4.8,4.5,6.5,120000.0,4.0,98.0
856,2022-07-07,33,Female,United States,Boston,Silver,Mobile,Credit Card,310,7.2,980,240,55,9,28,7,9,19,2100.0,233.33,350.0,29,23.5,Toys & Games,6,3,110,20,False,False,6,False,5,4.0,0,0,0.0,13.0,2.2,5.0,2600.0,15.0,60.0
857,2023-11-28,22,Prefer not to say,Australia,Melbourne,Bronze,Mobile,Debit Card,150,5.0,520,120,10,3,8,2,3,7,760.0,253.33,220.0,40,35.0,Beauty & Health,4,3,60,12,True,False,4,False,4,4.1,0,1,40.0,12.0,2.5,3.5,900.0,12.0,65.0
858,2024-02-20,39,Male,United States,Chicago,Gold,Mixed,Credit Card,520,10.5,2300,690,150,32,100,20,25,55,15230.5,609.22,1700.0,10,21.0,Electronics,10,6,360,68,True,True,30,True,18,4.4,2,2,320.0,7.5,3.9,6.1,24000.0,8.0,88.0
859,2022-09-09,54,Female,United States,Miami,Gold,Desktop,Credit Card,725,12.0,3600,980,260,60,200,32,70,150,54000.0,771.43,3200.0,7,22.0,Food & Beverages,14,10,640,120,True,True,50,True,60,4.5,6,4,540.0,5.0,4.2,7.1,90000.0,6.0,97.0
860,2023-05-12,34,Male,United States,San Francisco,Gold,Mobile,Credit Card,210,6.5,1800,420,55,12,85,24,18,38,1245.75,69.21,210.0,12,14.5,Electronics,7,3,74,18,True,True,6,False,5,4.2,1,0,0.0,42.5,2.8,28.0,1580.25,28.0,72.0
